TIMESTAMP,doy,TA_F,SW_IN_F,LW_IN_F,VPD_F,PA_F,P_F,WS_F,USTAR,NETRAD,SW_OUT,LW_OUT,CO2_F_MDS,TS_F_MDS_1,SWC_F_MDS_1,G_F_MDS,LE_F_MDS,H_F_MDS,EF_DV,LCL_DV,QA_DV,ME_DV,CLOUD_DV
20090508,128,26.051,363.17,329.42,31.203,85.801,0,2.87,0.23481,135.22,-9999,-9999,383.76,31.46,0.667,9.2002,3.233,110.53,0.02842,4713.7,0.0018241,3.05E+05,3.2473
20090509,129,26.649,362.75,328.44,32.204,85.915,0,2.387,0.22231,131,-9999,-9999,382.05,31.794,0.625,9.2663,5.5954,104.57,0.050789,4661.7,0.0019753,3.06E+05,3.471
20090510,130,26.492,369.5,320.6,32.805,85.95,0,2.995,0.24256,132.34,-9999,-9999,378.45,31.415,0.604,6.5681,6.2994,113.34,0.052653,5279.2,0.0013052,3.04E+05,2.2617
20090511,131,26.267,366.88,321.06,32.326,85.946,0,3.241,0.25362,131.55,-9999,-9999,376.68,31.225,0.521,7.0355,7.525,112.56,0.062664,5232.8,0.0013212,3.04E+05,2.8022
20090512,132,25.477,368.79,320.26,30.313,85.774,0,3.717,0.2795,136.22,-9999,-9999,375.98,30.667,0.5,4.4032,3.5629,117.37,0.029462,4797.3,0.0016509,3.04E+05,2.5434
20090513,133,24.752,366.77,317.57,28.479,85.827,0,2.945,0.25121,135.43,-9999,-9999,384.67,30.838,0.563,6.0458,4.237,115.77,0.035306,4422,0.0019805,3.04E+05,3.1406
20090514,134,24.961,366.25,327.1,29.229,85.916,0,2.875,0.23811,135.87,-9999,-9999,389.15,31.035,0.521,6.5429,2.1283,116.12,0.017999,4667.9,0.0017188,3.04E+05,3.1708
20090515,135,24.822,362.47,331.39,28.465,85.9,0,2.346,0.26897,132.71,-9999,-9999,388.61,31.179,0.5,7.3148,5.4723,114.55,0.045593,4349.1,0.002084,3.05E+05,3.8293
20090516,136,25.462,341.24,335.7,29.428,85.986,0,2.788,0.26933,123.73,-9999,-9999,389.74,31.517,0.542,9.8495,4.0749,90.615,0.043034,4293.3,0.0022675,3.06E+05,9.3986
20090517,137,25.126,319.96,356.54,24.492,86.288,0,4.484,0.33302,126.65,-9999,-9999,383.79,31.69,0.5,4.0153,3.0556,99.161,0.029893,2802.7,0.005367,3.13E+05,15.061
20090518,138,25.068,324.2,362.16,25.689,86.194,0,4.843,0.33423,132.81,-9999,-9999,383.03,30.494,0.479,4.0728,6.2003,106.25,0.05514,3132.9,0.0044239,3.11E+05,13.683
20090519,139,22.74,263.18,370.61,19.01,86.108,0,3.508,0.27342,107.09,-9999,-9999,381.58,29.71,0.354,2.0164,4.371,95.468,0.043781,2235.2,0.0062619,3.13E+05,30.275
20090520,140,19.443,89.351,367.98,10.388,86.158,0.762,2.263,0.20085,25.013,-9999,-9999,383.06,24.325,0.104,-12.681,9.0238,27.246,0.2488,1193.3,0.0088454,3.16E+05,76.351
20090521,141,15.115,146.21,367.9,2.693,86.249,7.493,2.751,0.22742,92.828,-9999,-9999,387.57,19.69,7.354,-20.402,42.525,34.039,0.55541,328.18,0.010505,3.16E+05,61.437
20090522,142,17.06,254.87,335.46,7.615,86.21,0,2.922,0.22635,129.7,-9999,-9999,389.5,22.933,6.563,-0.089438,34.068,74.805,0.31292,952.02,0.0085741,3.13E+05,33.059
20090523,143,19.984,335.65,325.74,16.008,86.246,0,2.728,0.2324,156.54,-9999,-9999,388.2,26.179,5.646,12.329,24.415,101.69,0.1936,2179.7,0.0053094,3.08E+05,12.57
20090524,144,22.358,322.67,333.28,20.842,86.209,0,2.356,0.18844,140.79,-9999,-9999,387.5,28.067,4.25,7.3922,16.728,100.28,0.14297,2778.7,0.0044633,3.08E+05,16.474
20090525,145,22.418,333.56,319.19,22.06,86.043,0,2.644,0.25823,133.79,-9999,-9999,387.67,28.465,3.167,4.2025,12.658,101.7,0.11069,3127.5,0.0036589,3.06E+05,14.065
20090526,146,22.354,306.27,316.69,22.008,86.06,0,2.2,0.21675,116.94,-9999,-9999,390.58,28.033,2.167,3.2671,9.4994,85.865,0.099612,3137.4,0.0036194,3.06E+05,21.641
20090527,147,22.495,279.05,317.57,22.473,86.135,0,2.63,0.25302,101.78,-9999,-9999,390.3,27.585,1.729,-0.9745,7.6637,73.034,0.094968,3235,0.0034477,3.06E+05,28.364
20090528,148,22.476,205.06,332.88,21.802,86.264,0,2.474,0.24608,63.59,-9999,-9999,387.65,25.198,1.479,-6.4101,8.6988,41.709,0.17257,3020.1,0.0039058,3.07E+05,47.581
20090529,149,23.108,302.49,344.54,22.677,86.453,0,3.302,0.2434,120.78,-9999,-9999,385.82,27.387,1.438,8.7758,7.4473,92.438,0.074559,3040.7,0.0040335,3.08E+05,22.976
20090530,150,24.331,315.9,340.18,25.795,86.288,0,3.829,0.29031,124.42,-9999,-9999,385.54,28.237,1.396,4.3815,7.1025,98.38,0.067334,3510,0.003349,3.07E+05,19.687
20090531,151,22.883,379.61,318.81,26.242,86.183,0,3.198,0.25179,146.12,-9999,-9999,386.37,28.931,1.188,5.4522,8.2612,120.61,0.064102,4965.1,0.0011879,3.00E+05,3.1032
20090601,152,23.791,372.44,321.44,26.868,86.171,0,2.506,0.25317,144.38,-9999,-9999,385.85,29.954,1.146,7.7916,5.8807,120.63,0.046484,4383.3,0.0018729,3.03E+05,4.5524
20090602,153,24.725,372.06,329.4,28.027,86.307,0,2.681,0.22129,145.4,-9999,-9999,385.12,31.237,1.063,8.5328,6.7222,116.66,0.054485,4200.7,0.0022597,3.05E+05,4.1886
20090603,154,26.07,372.96,325.2,31.812,86.418,0,2.086,0.24242,138.05,-9999,-9999,385.01,31.835,0.958,9.4767,4.4789,112.02,0.038447,5113,0.0013993,3.04E+05,3.2914
20090604,155,27.22,305.12,354.41,34.118,86.313,0,2.876,0.22327,110.39,-9999,-9999,384.35,30.883,0.729,5.599,5.2212,93.501,0.052888,5209,0.0014457,3.05E+05,20.97
20090605,156,24.893,147.44,368.06,26.927,86.28,0,2.897,0.23227,31.835,-9999,-9999,384.41,27.16,0.479,-7.5515,1.7702,30.872,0.054231,3613.3,0.0032835,3.08E+05,61.744
20090606,157,24.907,333.15,327.73,27.718,86.025,0,5.597,0.41915,152.36,-9999,-9999,383.39,30.021,0.688,8.3762,4.7417,122.62,0.037231,3918.8,0.0027383,3.06E+05,13.324
20090607,158,22.307,377.03,314.84,24.839,86.055,0,3.658,0.30127,149.57,-9999,-9999,383.85,29.96,0.688,1.8233,5.8605,125.32,0.044674,4532,0.001511,3.01E+05,2.0294
20090608,159,22.898,350.17,333.88,25.022,86.095,0,4.076,0.3119,146.96,-9999,-9999,383.09,29.356,0.646,6.6051,3.8836,123.87,0.030398,4099.9,0.0020907,3.03E+05,9.3126
20090609,160,22.647,128.7,381.68,19.979,86.187,1.016,4.528,0.33535,38.555,-9999,-9999,387.05,25.908,0.25,-8.7913,4.4997,39.229,0.1029,2471.6,0.0054387,3.11E+05,66.713
20090610,161,21.574,374.8,331.52,18.911,86.115,0.762,3.768,0.29046,188.02,-9999,-9999,392.09,27.752,2.875,3.0238,33.749,117.61,0.22297,2502.2,0.0049538,3.09E+05,3.2449
20090611,162,22.923,375.84,317.93,23.45,86.15,0,4.174,0.33731,163,-9999,-9999,389.88,28.133,2.229,4.4803,10.165,131.89,0.071558,3382.1,0.0032587,3.06E+05,3.0136
20090612,163,24.563,370.86,329.53,26.577,86.188,0,4.615,0.33119,163.65,-9999,-9999,389.42,29.921,1.25,8.6949,5.8202,124.54,0.044647,3671.8,0.003095,3.07E+05,4.2978
20090613,164,23.942,207.76,360.88,21.541,86.221,0,4.067,0.30269,80.832,-9999,-9999,387.24,27.84,0.875,-3.8487,8.8381,70.358,0.1116,2480.6,0.0059279,3.13E+05,46.384
20090614,165,24.168,367.35,347.18,21.868,86.133,3.175,3.982,0.30888,188.36,-9999,-9999,387.99,29.706,5.354,3.7077,46.031,102.8,0.30929,2491.7,0.0059918,3.14E+05,4.9955
20090615,166,23.404,369.01,319.65,24.951,86.137,0,3.849,0.28692,153.23,-9999,-9999,389.65,28.467,3.979,1.8793,18.906,116.38,0.13975,3710.3,0.0027696,3.05E+05,4.5656
20090616,167,24.39,387.67,323.5,27.536,86.122,0,4.218,0.29242,162.5,-9999,-9999,388.54,29.431,2.438,5.0301,10.091,121.89,0.076457,4225.4,0.002172,3.04E+05,0
20090617,168,25.216,320.75,338.95,27.422,86.057,0,3.906,0.31088,130.88,-9999,-9999,387.81,29.133,1.604,0.97477,5.2433,110.52,0.045293,3611.1,0.0033772,3.08E+05,16.775
20090618,169,24.205,248.37,347.36,24.264,85.935,0,3.767,0.27942,100.95,-9999,-9999,387,28.492,1.167,3.8154,2.4559,82.222,0.029003,3075.2,0.0043094,3.10E+05,35.441
20090619,170,18.923,103.29,362.12,9.555,86.018,0.508,2.028,0.18394,36,-9999,-9999,385.96,22.252,0.688,-20.468,15.321,17.515,0.46659,1111.1,0.0089423,3.16E+05,73.047
20090620,171,21.842,254.34,363.66,16.613,85.947,0,3.005,0.22679,110.21,-9999,-9999,386.18,25.427,1.542,7.1629,11.085,78.679,0.12349,1939.4,0.0069489,3.14E+05,33.427
20090621,172,24.978,328.45,358.25,23.934,85.964,0,2.748,0.20294,142.33,-9999,-9999,385.83,29.971,1.229,12.65,5.9439,102.89,0.054617,2719.4,0.0055894,3.14E+05,13.593
20090622,173,27.022,310.9,374.91,30.947,85.845,0,1.904,0.19035,127.7,-9999,-9999,386.73,32.004,1.167,13.802,3.8733,92.502,0.04019,3803.2,0.0034545,3.10E+05,18.097
20090623,174,28.838,311.96,396.14,31.8,85.887,0,2.418,0.23035,130.66,-9999,-9999,378.23,35.163,1.188,14.728,4.7018,90.995,0.049132,3156.3,0.0057408,3.18E+05,17.375
20090624,175,27.156,271.26,395.1,23.297,86.271,0,2.537,0.27267,116.59,-9999,-9999,362.61,34.129,1.083,7.374,9.8079,92.001,0.096336,2081.8,0.0092004,3.25E+05,27.909
20090625,176,24.987,230,375.27,19.385,86.356,0,3.473,0.28808,105.85,-9999,-9999,367.83,31.625,0.896,-2.7496,10.785,78.153,0.12126,1874.4,0.0088816,3.22E+05,38.315
20090626,177,25.118,242.78,372.42,17.549,86.261,0,2.866,0.23387,108.21,-9999,-9999,383.25,31.806,0.917,5.1962,6.5072,83.123,0.0726,1595.1,0.010412,3.26E+05,34.216
20090627,178,24.532,145.6,375.41,15.008,86.403,46.355,2.265,0.24942,63.027,-9999,-9999,388.28,28.29,4.792,-9.5976,14.144,36.427,0.27969,1338.5,0.011448,3.28E+05,60.688
20090628,179,24.081,179.4,380.42,13.413,86.43,0,3.544,0.26831,104.75,-9999,-9999,390.52,24.998,9.438,-7.6972,58.542,30.103,0.66041,1190,0.012008,3.29E+05,51.708
20090629,180,22.238,173.63,377.71,11.193,86.319,1.016,2.613,0.25438,90.26,-9999,-9999,386.31,24.702,7.854,-3.5754,45.763,30.8,0.59772,1072.6,0.011334,3.25E+05,53.363
20090630,181,23.772,316.75,377.19,13.978,86.158,0,1.952,0.20833,186.89,-9999,-9999,387.9,28.985,8.292,22.431,69.958,75.503,0.48094,1285.9,0.011228,3.26E+05,14.88
20090701,182,24.769,260.95,383.65,15.253,86.205,0,2.262,0.22237,143.71,-9999,-9999,387.58,30.35,7.438,10.667,46.831,61.414,0.43264,1344.5,0.011617,3.28E+05,29.67
20090702,183,23.72,212.6,400.22,11.355,86.386,0.254,1.99,0.20544,113.51,-9999,-9999,393.36,28.648,6.375,-8.3932,41.692,54.465,0.43358,985.59,0.013048,3.31E+05,42.755
20090703,184,23.644,169,394.92,11.891,86.57,0.508,2.43,0.1886,82.505,-9999,-9999,389.92,26.581,5.958,0.45944,31.466,33.03,0.48787,1050.1,0.012531,3.30E+05,54.188
20090704,185,24.161,304.35,388.83,14.088,86.588,0,3.342,0.27346,170.83,-9999,-9999,387.02,30.7,5.729,16.038,46.721,89.45,0.34311,1262.8,0.0116,3.28E+05,17.5
20090705,186,26.738,257.92,390.41,19.98,86.459,5.969,2.672,0.22856,136.05,-9999,-9999,389.18,29.767,7.229,-5.589,54.634,40.863,0.5721,1696.1,0.010959,3.29E+05,29.378
20090706,187,27.03,321.04,380.87,22.21,86.429,0,2.97,0.2499,170.26,-9999,-9999,388.38,31.431,7.792,19.506,69.326,55.914,0.55355,1948,0.0097815,3.26E+05,10.587
20090707,188,25.534,245.6,401.44,14.629,86.43,0,2.035,0.18727,115.12,-9999,-9999,390.79,31.608,6.479,0.74396,40.333,57.978,0.41026,1202.6,0.013107,3.33E+05,30.012
20090708,189,25.165,278.62,396.61,14.735,86.368,14.605,1.527,0.18475,138.43,-9999,-9999,392.06,30.477,7.625,3.2759,44.898,68.997,0.39421,1246.6,0.012519,3.31E+05,19.474
20090709,190,25.537,301.06,396.7,17.8,86.423,3.556,1.686,0.1986,168.52,-9999,-9999,390.81,28.683,9.938,5.71,93.141,34.251,0.73114,1575.1,0.010797,3.27E+05,11.953
20090710,191,27.402,313.67,399.78,24.226,86.477,1.016,2.427,0.19719,169.76,-9999,-9999,389.13,29.175,8.875,4.3459,99.166,29.784,0.76903,2173.3,0.0088833,3.24E+05,8.2571
20090711,192,28.625,307.78,388.72,29.173,86.549,0,2.276,0.19169,148.39,-9999,-9999,390.1,30.798,7.563,15.079,71.275,38.178,0.65119,2698.7,0.0072462,3.21E+05,10.867
20090712,193,28.815,272,386.9,29.492,86.629,0,2.304,0.2036,117.7,-9999,-9999,390.66,31.567,6.125,4.0903,60.83,28.875,0.67811,2701.5,0.0073235,3.22E+05,21.181
20090713,194,29.169,319.97,386.59,30.372,86.463,0,2.959,0.24296,150.35,-9999,-9999,387.97,33.767,5,13.565,61.184,56.774,0.51869,2756.3,0.0072953,3.22E+05,5.8468
20090714,195,28.622,318.68,390.75,28.356,86.407,0.254,3.256,0.27263,148.84,-9999,-9999,387.35,35.144,3.979,8.9654,55.83,69.321,0.4461,2556.2,0.0078467,3.23E+05,6.5755
20090715,196,27.757,293.31,391.82,25.212,86.663,0,3.973,0.36535,148.75,-9999,-9999,383.35,33.65,3.396,1.9835,60.524,64.625,0.48362,2251.3,0.0087052,3.24E+05,14.567
20090716,197,27.141,299.43,398.52,21.912,86.708,5.715,3.531,0.33004,146.69,-9999,-9999,384.42,33.883,4.354,-0.15641,42.729,68.544,0.384,1888.9,0.010136,3.27E+05,13.216
20090717,198,26.081,270.46,392.77,19.076,86.706,0,3.133,0.22973,140.97,-9999,-9999,382.27,29.802,8.438,0.35615,80.128,38.139,0.67752,1669.4,0.010614,3.27E+05,22.298
20090718,199,28.597,324.08,379.47,27.453,86.705,0,3.276,0.22921,160.71,-9999,-9999,382.42,32.873,6.333,11.876,56.099,67.112,0.45531,2414.3,0.0084326,3.24E+05,5.8792
20090719,200,29.036,294.5,387.4,30.106,86.684,0,2.476,0.25625,128.26,-9999,-9999,383.77,33.958,4.688,5.4774,42.624,60.399,0.41373,2747.7,0.0072444,3.22E+05,12.827
20090720,201,27.878,301.08,397.26,26.682,86.568,0,3.301,0.28423,137.74,-9999,-9999,383.36,34.267,3.375,5.2482,36.78,75.078,0.32881,2461.3,0.0078399,3.22E+05,10.358
20090721,202,27.408,341.17,399.06,23.614,86.442,0,3.654,0.3116,168.57,-9999,-9999,380.73,36.108,2.813,8.7659,33.26,102.63,0.24476,2081.2,0.0093415,3.25E+05,0
20090722,203,26.011,248.13,402.42,19.099,86.395,0,2.5,0.2684,110.61,-9999,-9999,377.88,33.498,2.5,-2.7952,22.57,75.384,0.23041,1681.8,0.010533,3.27E+05,26.448
20090723,204,24.664,253.78,388.12,15.331,86.442,0,2.836,0.24946,123.78,-9999,-9999,383.05,32.598,2.313,2.7947,21.116,79.8,0.20924,1364.6,0.011385,3.28E+05,25.055
20090724,205,24.679,178.32,375.09,13.412,86.529,0.762,1.834,0.15223,78.661,-9999,-9999,387.27,29.373,2.229,-7.8764,25.539,39.683,0.39157,1140.3,0.012794,3.31E+05,47.175
20090725,206,25.229,216.66,376.31,13.847,86.597,0.381,2.223,0.20144,101.41,-9999,-9999,383.03,29.396,2.583,-2.8539,26.399,53.22,0.33156,1143.6,0.013223,3.33E+05,34.348
20090726,207,27.667,338.21,384.02,22.467,86.582,0,2.699,0.24017,164.45,-9999,-9999,384.56,34.554,2.771,19.972,27.553,102.37,0.21207,1878.8,0.010566,3.29E+05,0
20090727,208,30.028,326.39,387.64,30.958,86.394,0,2.611,0.22979,144.54,-9999,-9999,383.78,36.483,2.292,12.232,19.147,98.121,0.16328,2613.7,0.0083695,3.26E+05,1.4932
20090728,209,30.17,297.29,375.19,33.107,86.265,0,3.206,0.29117,121.24,-9999,-9999,383.47,35.815,1.979,10.442,21.552,87.338,0.19792,2942,0.0070716,3.23E+05,10.616
20090729,210,27.885,284.85,375.14,22.42,86.312,0,3.729,0.32317,123.82,-9999,-9999,379.31,34.546,1.813,4.0692,7.3667,102.74,0.066903,1839,0.010981,3.30E+05,14.689
20090730,211,27.543,321.06,377.18,23.525,86.41,0,3.099,0.28817,137.83,-9999,-9999,378.86,35.358,1.854,5.9255,10.371,107.07,0.088308,2043.6,0.009621,3.26E+05,4.2789
20090731,212,27.623,298.36,366.9,26.159,86.469,0,2.257,0.21975,116.67,-9999,-9999,378.45,34.233,1.646,2.762,12.108,91.217,0.11718,2435,0.0078252,3.22E+05,10.713
20090801,213,28.756,343.32,364.37,31.567,86.462,0,3.355,0.27231,145.57,-9999,-9999,381.56,35.896,1.604,11.255,13.95,101.2,0.12114,3136.1,0.0057348,3.18E+05,0
20090802,214,26.924,213.57,383.82,22.569,86.48,0.889,2.116,0.25494,79.514,-9999,-9999,378.77,31.106,1.417,-8.0412,19.575,55.103,0.26213,2017.6,0.009353,3.25E+05,36.051
20090803,215,28.597,285.42,380.63,28.472,86.465,0,2.475,0.2156,123.18,-9999,-9999,378.63,33.148,2.104,13.211,23.98,73.98,0.24479,2582.6,0.0077159,3.23E+05,14.067
20090804,216,27.779,291.89,379.62,24.18,86.537,0,3.209,0.25906,133.16,-9999,-9999,376.87,35.254,1.75,9.1307,19.446,95.585,0.16905,2093.5,0.0095028,3.26E+05,12.301
20090805,217,27.855,253.74,384.66,25.361,86.516,0,2.265,0.21631,107.28,-9999,-9999,381.29,34.065,1.583,4.9399,12.06,75.866,0.13716,2253.5,0.0087674,3.24E+05,23.339
20090806,218,28.82,281.48,387.07,29.323,86.411,0,2.743,0.23825,118.38,-9999,-9999,383.26,34.975,1.583,4.3919,11.52,96.347,0.1068,2669.9,0.0074731,3.22E+05,14.739
20090807,219,28.054,335.3,350.98,31.108,86.39,0,4.205,0.31748,138.36,-9999,-9999,381.92,33.79,1.333,2.3503,10.312,117.34,0.080779,3316.4,0.004926,3.15E+05,0
20090808,220,26.868,310.48,345.12,26.556,86.396,0,3.218,0.27931,126.56,-9999,-9999,380.5,33.158,1.125,3.69,8.8885,102.96,0.079472,2712,0.0063793,3.17E+05,6.0373
20090809,221,27.273,339.92,356.96,28.17,86.435,0,2.666,0.23448,143.16,-9999,-9999,379.46,34.996,1.271,8.7495,7.5659,120.25,0.059195,2923.9,0.0058242,3.16E+05,0
20090810,222,25.383,199.97,376.82,18.428,86.674,0,1.964,0.23273,73.527,-9999,-9999,378.55,31.598,1,-6.437,13.288,64.834,0.17009,1678,0.010092,3.25E+05,39.897
20090811,223,25.964,244.99,389.17,20.78,86.735,0,2.403,0.20592,107.71,-9999,-9999,380.75,33.179,1.396,5.4897,9.6025,84.242,0.10232,1922,0.009204,3.24E+05,26.434
20090812,224,25.886,216.68,390.78,20.137,86.616,4.445,2.297,0.24444,93.712,-9999,-9999,382,31.846,1.354,-3.9182,13.437,60.309,0.18221,1841.7,0.0095714,3.24E+05,34.771
20090813,225,19.443,130.25,395.09,2.581,86.53,35.433,2.794,0.21852,88.903,-9999,-9999,389.01,22.394,13.354,-26.328,49.454,18.798,0.72458,242.07,0.014499,3.30E+05,60.816
20090814,226,24.372,311.11,380.14,14.003,86.487,0,1.766,0.1514,183.57,-9999,-9999,388.91,27.775,10.458,10.497,89.952,53.378,0.62759,1233.6,0.011955,3.29E+05,5.9848
20090815,227,26.04,322.7,360.52,21.439,86.404,0,2.323,0.19981,153.94,-9999,-9999,386.54,29.769,8.604,11.107,75.059,56.417,0.57089,2007.5,0.00887,3.23E+05,2.329
20090816,228,26.736,331.54,350.4,25.476,86.376,0,2.029,0.17421,146.97,-9999,-9999,387.32,31.192,7.479,10.557,69.943,60.161,0.53759,2537.7,0.0069659,3.19E+05,0
20090817,229,28.182,328.1,361.13,29.726,86.341,0,1.878,0.16427,142.9,-9999,-9999,386.14,32.463,5.979,10.762,64.01,59.341,0.51893,2946.4,0.0061372,3.18E+05,0
20090818,230,28.04,324.44,368.66,30.758,86.261,0,2.303,0.21592,136.5,-9999,-9999,389.58,33.294,4.646,7.2614,59.79,58.157,0.50692,3234.7,0.0051649,3.16E+05,0.35795
20090819,231,26.432,321.76,366.79,23.239,86.262,0,2.923,0.25969,138.48,-9999,-9999,385.2,33.506,3.521,1.8344,52.268,70.211,0.42675,2216.2,0.008149,3.21E+05,1.1447
20090820,232,27.105,298.73,371.91,24.744,86.253,0,2.764,0.24596,131.63,-9999,-9999,384.7,33.442,2.938,4.1856,48.633,68.648,0.41467,2318.5,0.0080694,3.22E+05,7.9965
20090821,233,24.913,188.74,395.08,18.105,86.405,1.016,2.578,0.1879,73.353,-9999,-9999,385.73,29.569,2.438,-16.418,40.046,31.654,0.55852,1698.3,0.0097069,3.24E+05,41.307
20090822,234,21.744,198.58,387.65,7.588,86.568,0.254,3.406,0.25427,115.75,-9999,-9999,382.43,26.748,3.063,-7.9148,45.825,51.698,0.46989,690.09,0.01335,3.30E+05,36.92
20090823,235,21.947,258.5,378.86,8.996,86.464,7.112,2.228,0.20087,140.67,-9999,-9999,387.46,26.935,5.313,4.2005,45.566,53.894,0.45814,833.74,0.012574,3.28E+05,17.659
20090824,236,22.441,264.91,375.63,10.86,86.541,0,2.597,0.20098,145.31,-9999,-9999,383.43,27.673,7.771,3.7151,72.188,54.726,0.56879,1017.5,0.011791,3.27E+05,14.389
20090825,237,22.9,258.89,372,13.44,86.648,6.985,2.711,0.23598,130.99,-9999,-9999,384.42,28.054,7.146,-2.1546,43.964,50.164,0.46707,1301.1,0.010457,3.24E+05,16.314
20090826,238,24.658,316.96,363.2,19.554,86.631,0,1.807,0.18388,162.38,-9999,-9999,389.95,28.369,9.021,5.4921,81.178,44.941,0.64366,1956.3,0.0082836,3.20E+05,0
20090827,239,26.909,259.56,365.08,27.855,86.574,0,2.091,0.19242,105.49,-9999,-9999,390.46,29.104,6.604,3.4668,53.91,28.595,0.65341,2980.6,0.005488,3.15E+05,15.299
20090828,240,26.676,310.55,355.6,26.536,86.634,0,4.021,0.28269,132.1,-9999,-9999,385.95,30.771,5.125,5.6489,45.844,55.364,0.45297,2766.4,0.0060883,3.17E+05,0
20090829,241,26.282,283.31,344.11,27.632,86.543,0,2.854,0.18669,109.5,-9999,-9999,384.91,30.142,3.708,0.98817,36.45,61.016,0.37398,3166,0.00472,3.13E+05,7.3072
20090830,242,27.148,283.58,363.75,29.005,86.411,0,2.503,0.21048,118.53,-9999,-9999,383.85,31.598,2.813,8.0118,33.953,69.147,0.32932,3166.8,0.0050289,3.14E+05,8.7035
20090831,243,26.322,260.89,365.23,26.364,86.403,0,3.516,0.21252,99.919,-9999,-9999,382.6,30.813,2.521,-1.608,28.07,63.585,0.30625,2842.3,0.0057049,3.15E+05,15.938
20090901,244,25.877,250.74,369.65,22.43,86.507,0,3.871,0.27498,102.75,-9999,-9999,380.25,30.381,2.292,0.98479,26.46,66.886,0.28346,2197.5,0.0079043,3.20E+05,20.041
20090902,245,24.545,234.71,392.78,17.625,86.584,0,2.609,0.18994,103.54,-9999,-9999,379.14,30.042,2.125,0.67371,19.436,73.388,0.20938,1681.5,0.009537,3.23E+05,24.854
20090903,246,22.713,166.62,399.27,13.433,86.484,0,1.962,0.19575,62.243,-9999,-9999,382.47,27.652,1.979,-10.764,23.175,42.069,0.3552,1318.6,0.010253,3.23E+05,46.387
20090904,247,22.582,277.24,387.12,14.216,86.379,0.889,2.359,0.22794,132.69,-9999,-9999,381.19,29.354,2,4.988,29.643,89.491,0.24882,1440.9,0.0095355,3.21E+05,9.5267
20090905,248,22.188,222.45,381.05,11.945,86.502,0,1.896,0.17348,98.575,-9999,-9999,381.2,27.556,2.354,-0.15485,20.165,63.526,0.24095,1171.4,0.010703,3.24E+05,26.728
20090906,249,21.439,191.47,382.57,12.481,86.602,0,2.546,0.22662,78.303,-9999,-9999,379.29,26.717,1.938,-4.5199,20.249,49.643,0.28972,1313.8,0.0094308,3.20E+05,36.283
20090907,250,22.118,246.19,379.07,12.751,86.369,4.191,1.99,0.193,-9999,-9999,-9999,379.13,27.025,3.521,4.3858,24.446,77.191,0.24052,1284.8,0.010048,3.22E+05,17.957
20090908,251,22.429,215.18,376.24,12.365,86.248,0,1.351,-9999,-9999,-9999,-9999,380.26,25.977,6.271,-2.3281,27.055,56.105,0.32534,1204.7,0.010716,3.24E+05,27.753
20090909,252,22.929,285.75,379.75,15.264,86.429,0,1.667,-9999,-9999,-9999,-9999,380.27,29.156,5.167,10.539,30.184,85.451,0.26103,1551.8,0.0091913,3.21E+05,2.4871
20090910,253,25.014,244.41,381.97,19.875,86.513,0,1.574,-9999,-9999,-9999,-9999,378.52,29.463,3.708,2.8522,23.587,76.304,0.23613,1945.7,0.0085465,3.21E+05,16.06
20090911,254,23.733,217.88,378.23,17.133,86.438,0,3.012,-9999,-9999,-9999,-9999,379.27,28.848,2.604,-3.6504,24.886,60.422,0.29172,1723.9,0.0088435,3.20E+05,25.385
20090912,255,21.993,216.77,379.76,13.551,86.272,0,3.363,0.23525,-9999,-9999,-9999,379.12,26.973,2.208,-2.4702,15.395,65.408,0.19053,1410.6,0.0093287,3.20E+05,26.155
20090913,256,22.49,268.29,372.93,14.926,86.289,5.207,3.03,0.23623,-9999,-9999,-9999,381.45,28.654,3.125,-1.6047,17.681,85.883,0.17073,1556.5,0.0089166,3.19E+05,8.9754
20090914,257,23.421,284.84,374.51,16.033,86.412,0,2.851,0.22677,-9999,-9999,-9999,380.11,27.158,7.771,0.28885,56.44,75.496,0.42778,1602.2,0.0092484,3.21E+05,3.641
20090915,258,23.949,275.77,371.42,16.918,86.523,0,3.1,0.228,-9999,-9999,-9999,378.99,28.279,5.792,2.5204,24.515,80.017,0.23452,1661.3,0.0092703,3.22E+05,5.975
20090916,259,23.62,257.91,355.12,19.4,86.453,0,2.401,0.19981,-9999,-9999,-9999,381.9,27.74,4.5,-1.8311,22.073,78.916,0.21857,2124.8,0.0070504,3.16E+05,11.655
20090917,260,22.383,243.23,365.09,17.702,86.325,0,3.108,0.22875,-9999,-9999,-9999,380.67,26.835,3.292,-1.9674,14.388,72.609,0.16538,2047.4,0.006765,3.14E+05,17.527
20090918,261,21.177,240.77,371.4,13.506,86.451,0,3.963,0.27506,-9999,-9999,-9999,376.03,26.25,2.542,-2.6115,13.025,71.893,0.15339,1498.1,0.0084056,3.17E+05,17.585
20090919,262,22.675,231.79,367.54,17.334,86.545,0,2.942,0.21463,-9999,-9999,-9999,376.9,27.221,2.25,-0.31806,14.208,70.153,0.16842,1925.3,0.0073658,3.16E+05,19.095
20090920,263,23.096,269.65,366.3,19.424,86.515,0,2.432,0.2025,-9999,-9999,-9999,379.31,28.087,2.042,3.3159,16.593,79.618,0.17247,2240.8,0.0063693,3.14E+05,6.0975
